company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
AI-MERGER LIMITED,15127172,Active,Private limited company,,,2023-09-10,,,82990,35 Meadowsweet Avenue Filton Bristol BS34 7AN England
AI GLOBAL SECURITY LTD,15975787,Active,Private limited company,,,2024-09-24,,,80100,1 Dudley Court North Level Street Brierley Hill DY5 1XP England
IMAGINE STUDIOS AI LTD,15099190,Active,Private limited company,,,2023-08-28,,,62090,495 Green Lanes London N13 4BS United Kingdom
HARLEY AI LIMITED,15085987,Active,Private limited company,,,2023-08-21,,,62012,1 239 Southwark Park Road London SE16 3TS United Kingdom
AI DESIGN STUDIO LTD,15990139,Active,Private limited company,,,2024-10-01,,,62020,Unit F Winston Business Park Churchill Way Chapeltown Sheffield S35 2PS England
REVVEDUP AI LTD,15575110,Active,Private limited company,,,2024-03-19,,,58290,7 Stone Street Brighton BN1 2HB England
AI SOLUTIONS CONSULTANCY LTD,16053880,Active,Private limited company,,,2024-10-31,,,62020,Apartment 810 The Lansdowne 25 Hagley Road Birmingham B16 8FY England
REAL AI LTD,14665772,Active,Private limited company,,,2023-02-15,,,62012,1 Barton Fields Road Headington Oxford OX3 9FQ England
FLOW SIGHT AI LTD,16054098,Active,Private limited company,,,2024-10-31,,,62020 62090 72190,13 Glendale Close Woking GU21 3HN England
AI WEST LTD,15301283,Active,Private limited company,,,2023-11-21,,,82302,"367b Church Road, Frampton Cotterell Bristol BS36 2AQ England"
AI PATH2HIRE LTD,16108712,Active,Private limited company,,,2024-11-29,,,62090,20 Queens Gardens Dartford DA2 6HY England
AI GENIE ASSIST LTD,16108610,Active,Private limited company,,,2024-11-29,,,62020,128 City Road London EC1V 2NX United Kingdom
HEADHUNTRS AI LTD,15603433,Active,Private limited company,,,2024-03-29,,,63120,15 Plumstead Road London SE18 7BZ England
PROPHETES AI LTD,16108027,Active,Private limited company,,,2024-11-28,,,62012 62020 62090 63110,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
MUSAAD AI LTD,15291179,Active,Private limited company,,,2023-11-17,,,62090 63110 63120 73110,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
CUSTOMLENS AI LIMITED,14700301,Active,Private limited company,,,2023-03-02,,,72110 86900,11 Ferriby High Road North Ferriby HU14 3LD England
THE AI DETECTIVE LTD,16079889,Active,Private limited company,,,2024-11-14,,,85600,16 Mossdale Avenue Bolton BL1 5YA England
PERLON AI LTD,15237876,Active,Private limited company,,,2023-10-26,,,62020,52 Tabernacle Street London EC2A 4NJ England
TREVELIO TOURISTECH AI SOLUTIONS LTD,15994169,Active,Private limited company,,,2024-10-02,,,62090 79120,26 Hill View Newtown Road Henley-On-Thames RG9 1AJ England
CENTINEL AI LTD,16055814,Active,Private limited company,,,2024-11-01,,,62012 71122,Luinc. Holywell Building Holywell Way Loughborough LE11 3UZ United Kingdom
AI OPEN SITE LTD,15288841,Active,Private limited company,,,2023-11-16,,,62020,17 Yew Tree Road London W12 0TJ United Kingdom
IUS AI LTD,16109812,Active,Private limited company,,,2024-11-29,,,62011 62012 62020,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
IMACO AI LTD,15218706,Active,Private limited company,,,2023-10-18,,,58290 62012 62020 62090,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
YORKSHIRE AI LABS (ADVISERS) LIMITED,16082334,Active,Private limited company,,,2024-11-15,,,69201,11 Paradise Square Sheffield S1 2DE United Kingdom
AI UK SYSTEMS LIMITED,15200804,Active,Private limited company,,,2023-10-10,,,62020,37 High Street Chatham ME4 4EN England
CTRL AI GLOBAL LTD,16082764,Active,Private limited company,,,2024-11-15,,,62012,Flint Buildings 1 Bedding Lane Norwich NR3 1RG England
INNOVO AI LTD,14862227,Active,Private limited company,,,2023-05-11,,,62020 73110,"2nd Floor College House 17 King Edwards Road, Ruislip, HA4 7AE United Kingdom"
SHAREWARE AI AUTOMATIONS LIMITED,15234318,Active,Private limited company,,,2023-10-25,,,73110 73120 73200 74100,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
JACK OF ALL AI LIMITED,14584770,Active,Private limited company,,,2023-01-11,,,62020,The Old Chapel 69 Primrose Hill Kings Langley WD4 8HX England
BELL AI LTD,15249179,Active,Private limited company,,,2023-10-31,,,62012 62020,128 City Road London EC1V 2NX United Kingdom
AMIIQ AI LTD,16036792,Active,Private limited company,,,2024-10-23,,,72190,56 Barton Road Luton LU3 2BB England
KOMOREBI AI LTD,16001925,Active,Private limited company,,,2024-10-07,,,62090 72200 86900,"314, Farndon Court 133 Woodstock Road Oxford OX2 6HW United Kingdom"
RABBIT AI LIMITED,16002652,Active,Private limited company,,,2024-10-07,,,62012,Kingsley House Victoria Street Painswick Stroud GL6 6QA England
STORY AI UK LTD,SC798307,Active,Private limited company,,,2024-02-08,,,62090 70229,248 Stoneywood Brae Aberdeen AB21 9FA Scotland
CASSI AI LIMITED,16014808,Active,Private limited company,,,2024-10-14,,,58290 70229 71122 72190,"C/O Mishcon De Reya Buxton Court, Minns Business Park, Unit 3 Botley Oxford OX2 0JB United Kingdom"
"OLD MINER BLOCKCHAIN AI CO., LTD.",15067608,Active,Private limited company,,,2023-08-13,,,64205 64304 66110,122 Leadenhall St London EC3V 4AB United Kingdom
NORD AI LTD,15066164,Active,Private limited company,,,2023-08-11,,,62020,Unit 82a James Carter Road Mildenhall Bury St. Edmunds IP28 7DE England
FORM-AI TRADING LTD,14936377,Dissolved,Private limited company,,2024-10-29,2023-06-14,,,85510,"6 Winchester Place, North Street, Poole, BH15 1NX England"
LEAP AI LTD,14888851,Dissolved,Private limited company,,2024-10-29,2023-05-23,,,62020 70229 71122 72110,17 Gorse Close Littleover Derby DE23 2TG England
AI CONDA LTD,15988511,Active,Private limited company,,,2024-10-01,,,62012 62090 70229 72200,"3rd Floor, 86-90 Paul Street London EC2A 4NE United Kingdom"
MASA AI LTD,15960287,Active,Private limited company,,,2024-09-17,,,62020 62090 63120 63990,3rd Floor Suite 207 Regent Street London W1B 3HH England
THESMARTPAY AI LTD,15989092,Active,Private limited company,,,2024-10-01,,,64301 66300 70221,Flat 1 85 Moss Bank Pmb 0111 Manchester M8 5AP United Kingdom
AI DATA CONSULTANCY SERVICES LTD,15083708,Active,Private limited company,,,2023-08-20,,,62012,19 Salisbury Drive Prestwich Manchester M25 0HU England
FUTURE THINK AI LIMITED,14903675,Dissolved,Private limited company,,2024-11-05,2023-05-30,,,74909,16 Bridge Street Hungerford RG17 0EG United Kingdom
REALITY AI LIMITED,16049675,Active,Private limited company,,,2024-10-29,,,58290,Apartment A121 West Apartments 2 Ashley Road London N17 9RZ England
EMPOWERING AI LIMITED,14903233,Dissolved,Private limited company,,2024-11-05,2023-05-30,,,74909,16 Bridge Street Hungerford RG17 0EG United Kingdom
LULU LABS AI LTD,15082385,Active,Private limited company,,,2023-08-18,,,62012 62020,128 City Road London EC1V 2NX United Kingdom
AI & IA LTD,14612382,Active,Private limited company,,,2023-01-23,,,86900,8 Summerbridge Drive Bradford BD10 0ER England
PUPPETEER AI LIMITED,15645949,Active,Private limited company,,,2024-04-14,,,62090,86-90 Paul Street Paul Street London EC2A 4NE England
LADYBIRD AI LTD,16013208,Active,Private limited company,,,2024-10-11,,,62012,Capital House 272 Manchester Road Droylsden Manchester M43 6PW United Kingdom
PLOT AI LIMITED,15666665,Active,Private limited company,,,2024-04-22,,,62090,3 Gable Avenue Wilmslow SK9 5NF England
AI FOR EAS LTD,15100772,Active,Private limited company,,,2023-08-28,,,74990,Flat 203 Axell House 41 Wellington Street London SE18 6YJ England
HIVEMIND AI LIMITED,14638141,Active,Private limited company,,,2023-02-03,,,62090,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI AND ALGOS LTD,15056249,Dissolved,Private limited company,,2024-11-12,2023-08-08,,,62020,48 Cormorant Drive Gateshead NE11 9LF United Kingdom
SEER AI LTD,15100047,Active,Private limited company,,,2023-08-28,,,58290,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
REFRAME AI LIMITED,14927589,Dissolved,Private limited company,,2024-11-12,2023-06-10,,,62012,39 Plas St. Pol De Leon Penarth CF64 1TR Wales
CREATIVE AI SOLUTIONS LIMITED,SC757860,Active,Private limited company,,,2023-02-06,,,62012,71 Nelson Court King Street Aberdeen AB24 5BF Scotland
MIMOS AI LTD,15265239,Active,Private limited company,,,2023-11-07,,,63120,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
SUPERM AI LIMITED,14922147,Dissolved,Private limited company,,2024-11-12,2023-06-07,,,62020 73200,Flat 9 72 Whitley Street Reading RG2 0EQ England
HOPE AI LTD,14829080,Active,Private limited company,,,2023-04-26,,,63120,"7 Copperfield Road, Coventry, West Midlands, England, CV2 4AQ United Kingdom"
ATHLETE AI LIMITED,15089250,Active,Private limited company,,,2023-08-22,,,47910,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
CAMBRIDGE AI SOCIAL CIC,14631800,Active,Private limited by guarantee without share capital,Community Interest Company (CIC),,2023-02-01,,,58190 59112 85590 93290,Rectory Farm Barns Akeman Street Landbeach Cambridge CB25 9FQ England
CARDIFF AI LIMITED,14691989,Active,Private limited company,,,2023-02-27,,,62020,"113-116 Portland House, Bute Street, Cardiff CF10 5EQ United Kingdom"
CAPITALERS AI LTD,14918685,Dissolved,Private limited company,,2024-11-12,2023-06-06,,,66300,21 Sheldon Square London W2 6DS United Kingdom
AI SOFTWARE PLATFORMS LTD,SC757581,Active,Private limited company,,,2023-02-03,,,58290 62012,48 West George Street Glasgow G2 1BP Scotland
EMPLOYERS AI LIMITED,14667059,Active,Private limited company,,,2023-02-16,,,62012,7 Bell Yard London WC2A 2JR England
AXION AI LTD,16124918,Active,Private limited company,,,2024-12-09,,,62012 62020 62090,20 Wenlock Road London N1 7GU England
AI BASICS LTD,16128201,Active,Private limited company,,,2024-12-10,,,62020,28 Freshfield Rd Stockport SK4 3HN United Kingdom
DEUZ AI LTD,16128796,Active,Private limited company,,,2024-12-10,,,62012 62020 62090 63110,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
SHEILENA AI LTD,16122381,Active,Private limited company,,,2024-12-08,,,73110,98 Ringwood Road Verwood BH31 7AL England
NEUROTASK AI LTD,16127430,Active,Private limited company,,,2024-12-10,,,62012 62020,41a Nethergate Westwoodside Doncaster DN9 2DL England
ASK GLORIA AI LTD,16125882,Active,Private limited company,,,2024-12-09,,,62012,16d Hanover Walk Leeds LS3 1AB England
AI IN CLEAR LTD,16128954,Active,Private limited company,,,2024-12-10,,,62012 62020 62090 63110,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
BOOK MAGIC AI LIMITED,14937955,Active,Private limited company,,,2023-06-15,,,62090,8 Ainsdale Road London W5 1JX England
LUMINA AI LIMITED,15277305,Active,Private limited company,,,2023-11-12,,,62090,Apartment 11 Foxglove House Elm Road Shirley Solihull B90 8AZ England
AI MUNGO LIMITED,15310399,Active,Private limited company,,,2023-11-27,,,71122,Preston Park House South Road Brighton BN1 6SB England
AI BLOCKCHAIN 369 LTD,15172791,Active,Private limited company,,,2023-09-28,,,70221,85 Tottenham Court Road London W1T 4TQ England
AI TRADE GROUP LTD,15201944,Dissolved,Private limited company,,2024-12-17,2023-10-10,,,66300,"15201944 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
ACORN AI LTD,16130252,Active,Private limited company,,,2024-12-11,,,62020,120 Antill Road London E3 5BN England
BRIQS AI LTD,16130246,Active,Private limited company,,,2024-12-11,,,62012 62020,Unit A 82 James Carter Road Mildenhall IP28 7DE United Kingdom
AI PROJECT CONTROLS LIMITED,15328355,Active,Private limited company,,,2023-12-05,,,41100,2 Fraser Gardens Dorking RH4 1HS England
BIO CRYPTO AI ONLINE LIMITED,15175842,Active,Private limited company,,,2023-09-29,,,66300,Tower 42 International Financial Centre 25 Old Broad Street London EC2N 1HQ England
AI GREEEN TECHNOLOGIES LTD,16130987,Active,Private limited company,,,2024-12-11,,,01500 28302 74901,166 High Street North London E6 2JA England
ESC AI LTD,15174388,Active,Private limited company,,,2023-09-29,,,62020 70229 73110,54a Barrowgate Road London W4 4QY England
CLIO ART & AI TECHNOLOGIES LIMITED,15204569,Dissolved,Private limited company,,2024-12-17,2023-10-11,,,62012 62020 62090 63110,Palliser House Second Floor Palliser Road London W14 9EB United Kingdom
CLEARWAY AI LTD,15071487,Dissolved,Private limited company,,2024-12-17,2023-08-14,,,96090,17 Purneys Road London SE9 6HX United Kingdom
FIDUCIA AI SERVICES LTD,16130780,Active,Private limited company,,,2024-12-11,,,62020,124-128 City Road London EC1V 2NX England
CLOUD-AI RESOURCE SOLUTIONS LTD,15169966,Active,Private limited company,,,2023-09-27,,,62090,39 Mildred Avenue Watford WD18 7DU United Kingdom
AI WRITE LTD,15158533,Active,Private limited company,,,2023-09-23,,,47610 58110 58190 62090,82a James Carter Road Mildenhall Bury St. Edmunds IP28 7DE England
AI QUANTUM ROBOTICS LTD,15231731,Active,Private limited company,,,2023-10-24,,,71129,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI TRADE SOLUTIONS LTD,16133411,Active,Private limited company,,,2024-12-12,,,47910 62012 62020,15 Hunt Road High Wycombe HP13 7RE England
AI STUDIO LTD,14797488,Active,Private limited company,,,2023-04-12,,,47990,"First Floor Flat, 50 Hampton Park Hampton Park Bristol BS6 6LJ England"
AI VELOCITY LTD,16133616,Active,Private limited company,,,2024-12-13,,,62090,Unit 26g-26m Springfield Mill Bagley Lane Farsley LS28 5LY United Kingdom
NATURAL AI LTD,15784102,Active,Private limited company,,,2024-06-17,,,63110 63990,3 Stirrup Close Walsall WS5 4QF United Kingdom
AI TECH HUB LIMITED,15323098,Active,Private limited company,,,2023-12-01,,,62011 62012 62020 62090,28 Harwood Gate Blackburn BB1 5HP England
THE AI ELEMENT LTD,16132758,Active,Private limited company,,,2024-12-12,,,62020,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
EMBRACE AI TRAINING LTD,15346209,Active,Private limited company,,,2023-12-12,,,62020 85590,"C/O Ozkan Accountants Ltd 2nd Floor, Suite 12 Vantage Point, New England Road Brighton BN1 4GW United Kingdom"
RIBBLE VIEW AI CENTRE LTD,14621500,Active,Private limited company,,,2023-01-27,,,01430,Ribble View Farm Alston Lane Alston Preston PR3 3BN England
AI PROPERTY PORTAL LTD,16140091,Active,Private limited company,,,2024-12-17,,,62012 62090 63110,20 Wenlock Road London N1 7GU England
AI CATERING OF  HERNE BAY LTD,16137896,Active,Private limited company,,,2024-12-16,,,56102,79 High Street Herne Bay CT6 5LQ United Kingdom
NOVASCALE AI LTD,16139762,Active,Private limited company,,,2024-12-17,,,62020,W1w 7lt 85 Great Portland Street First Floor London W1W 7LT United Kingdom
AI COMPATIBLE LTD,15340812,Active,Private limited company,,,2023-12-09,,,62090,The Old Farmhouse Easthampstead Road Wokingham RG40 3BS England
SWAN AI LTD,16139404,Active,Private limited company,,,2024-12-16,,,82990,16 Clyndu Street Morriston Swansea SA6 7BG Wales
AI BUSINESS AGENCY GOLDMINE LIMITED,16135164,Active,Private limited company,,,2024-12-13,,,82990,128 City Road London EC1V 2NX United Kingdom
AI THERAPEUTICS (UK) LIMITED,15408472,Active,Private limited company,,,2024-01-12,,,47910 47990,18 Ensign Street London E1 8PA England
ARCQ AI LIMITED,15433914,Active,Private limited company,,,2024-01-23,,,62012,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
THE AI BLUEPRINT LIMITED,15314203,Active,Private limited company,,,2023-11-28,,,62020,22 Glebe Road Uxbridge UB8 2RD England
CHAOS AI LTD,16137157,Active,Private limited company,,,2024-12-16,,,62020,39-40 39-40 St James's Pl London SW1A 1NP United Kingdom
FIOS AI LTD,14771944,Active,Private limited company,,,2023-03-31,,,62012,125 Wood Street London EC2V 7AW United Kingdom
DOCENDO AI LTD,16133994,Active,Private limited company,,,2024-12-13,,,70229 74909,128 City Road London EC1V 2NX United Kingdom
NEOBYTE AI LTD,14715868,Active,Private limited company,,,2023-03-08,,,71129,4 Nuns Walk Virginia Water GU25 4RT United Kingdom
MARSH WALL AI LIMITED,14790627,Active,Private limited company,,,2023-04-10,,,62012,Apartment 1214 10 Marsh Wall London E14 9GU England
AI KOSMO LTD,15494691,Active,Private limited company,,,2024-02-16,,,62012 62020 62090 63110,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI PRODUCTS AND SERVICES LIMITED,15195072,Active,Private limited company,,,2023-10-07,,,62012,Office 7 Valley Enterprise Bedwas Caerphilly CF83 8GF Wales
B13 AI LTD,15193840,Active,Private limited company,,,2023-10-06,,,62090,Steam House Belmont Row Birmingham B4 7RQ United Kingdom
AI META BOT LIMITED,15184310,Active,Private limited company,,,2023-10-03,,,66300 70221,5 Warwick Street London W1B 5AW United Kingdom
DECAFY AI LIMITED,16142076,Active,Private limited company,,,2024-12-18,,,62020,10/12 Upper Dicconson St Wigan WN1 2AD United Kingdom
ARTILO AI LTD,15344079,Active,Private limited company,,,2023-12-11,,,62090,195 Powder Mill Lane Twickenham TW2 6EQ England
SMARTMOVE AI LTD,16140520,Active,Private limited company,,,2024-12-17,,,63110,1 Wentworth Drive Cheadle SK8 2BF England
GURU AI LTD,15333425,Active,Private limited company,,,2023-12-07,,,58210 62012,21 Jockey Lane Wednesbury WS10 9BB England
UNI AI LTD,16141286,Active,Private limited company,,,2024-12-17,,,62012,"167 - 169 Great Portland Street, 5th Floor London W1W 5PF England"
AI SPORTS GROUP LIMITED,14831135,Active,Private limited company,,,2023-04-27,,,96090,89 Chesterton House Harrow On The Hill HA1 2DL United Kingdom
WELLCONNECT AI LIMITED,16143085,Active,Private limited company,,,2024-12-18,,,62012 62020 62090,321-323 High Road Romford RM6 6AX England
PERIMETER AI LTD,16143241,Active,Private limited company,,,2024-12-18,,,43290 43999 72190 74100,"Eden Education Centre, 8 Tynewydd Terrace Newbridge Newport NP11 4LU United Kingdom"
BRAINWAVE AI TECHNOLOGIES LTD,14905482,Active,Private limited company,,,2023-05-31,,,62090,"Suite 206, Britannia House, 11 Glenthorne Road London W6 0LH England"
PILOT AI LIMITED,15363190,Active,Private limited company,,,2023-12-19,,,64999,24a Aldermans Hill Palmers Green London N13 4PN United Kingdom
WELLCELL AI LTD.,15151985,Active,Private limited company,,,2023-09-20,,,62012,Wellcell: Soho Works 56 Shoreditch High Street London E1 6JJ England
QUANTUM CLOUD AI LTD,14990682,Dissolved,Private limited company,,2024-12-10,2023-07-10,,,62020,128 City Road London EC1V 2NX United Kingdom
AI-RASH LTD,15244076,Active,Private limited company,,,2023-10-28,,,68100,14 Hadrian Road Newcastle Upon Tyne NE4 9HP United Kingdom
RS AI & DATA LIMITED,16121114,Active,Private limited company,,,2024-12-05,,,70229,12 Old Gate Road Faversham ME13 7SR United Kingdom
AWARE AI SYSTEMS LTD,14814537,Active,Private limited company,,,2023-04-19,,,62012 62030 71122,"14814537 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
GEN AI DIGITAL LTD,16151182,Active,Private limited company,,,2024-12-24,,,58290 62012 62020 63120,128 City Road London EC1V 2NX United Kingdom
CHARGED AI LTD,16151241,Active,Private limited company,,,2024-12-24,,,62012,12b Balmer Cut Buckingham MK18 1UL United Kingdom
TECEX AI UK LIMITED,16151243,Active,Private limited company,,,2024-12-24,,,64209,"First Floor, Omni House 252 Belsize Road London NW6 4BT England"
NICO-AI LTD,15368520,Active,Private limited company,,,2023-12-22,,,62090,7 Bell Yard London WC2A 2JR England
TECH NOVA AI LTD,15994100,Active,Private limited company,,,2024-10-02,,,62012 62090 63120,Flat 10 St Johns Court 101 Wentworth Road Birmingham B17 9ST England
"AI HEALTHY TECHNOLOGY CO., LTD",15252238,Active,Private limited company,,,2023-11-01,,,26400 26600 46140 46150,"15252238 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
UNBRANDED TECH AND AI SERVICES LIMITED,15184982,Active,Private limited company,,,2023-10-03,,,62030,12 Woodside Park Avenue London E17 3NP United Kingdom
HAMSTER AI TRADE LTD,16141736,Active,Private limited company,,,2024-12-18,,,70221,212 High Street North London E6 2JA England
SIMPLY GREEN AI LIMITED,16120027,Active,Private limited company,,,2024-12-05,,,70229,Suite 6 Ellesmere House 1 Pennington Street Worsley Manchester M28 3LR England
INTROPY AI LTD,15342920,Active,Private limited company,,,2023-12-11,,,62012,43 Graciosa Court London E1 4GF United Kingdom
PREMIUM AI LTD,16150659,Active,Private limited company,,,2024-12-23,,,62020 73110,86 Ansell Road London SW17 7LT England
PORTALS AI LIMITED,14773829,Active,Private limited company,,,2023-04-01,,,62090,6 Blackthorn Lane Cranbrook Exeter EX5 7FF England
BLUE MORPHO DATA & AI UK LTD,15627222,Active,Private limited company,,,2024-04-08,,,62012,"Birchin Court, 5th Floor 19-25 Birchin Lane London EC3V 9DU United Kingdom"
WEDDING SPEECH AI LTD,15551220,Active,Private limited company,,,2024-03-09,,,58290,New Lodge West Kidds Hill Colemans Hatch Hartfield TN7 4EU England
E AI ER LTD,15410980,Dissolved,Private limited company,,2024-12-31,2024-01-15,,,46150 46160 46190 47910,"15410980 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
VASILIS AI SOLUTIONS LTD,14794004,Active,Private limited company,,,2023-04-12,,,62012,26 Halo 158 High Street London E15 2FT United Kingdom
CLEANWASTE AI LTD,15606064,Active,Private limited company,,,2024-03-30,,,63120,4 Durham Workspace Abbey Road Pity Me Durham DH1 5JZ United Kingdom
DAFO AI LTD,14759141,Active,Private limited company,,,2023-03-26,,,62012 62020 71121,19 Packwood Close Nuneaton CV11 4GG England
AI PLATFORMS LTD,15342863,Active,Private limited company,,,2023-12-11,,,74909,"Unit 4, York House Langston Road Loughton IG10 3TQ United Kingdom"
DINESH AI LTD,16153863,Active,Private limited company,,,2024-12-27,,,62020,81 Cambridge Avenue London NW6 5AA England
CLOUDMIND AI LIMITED,14749685,Active,Private limited company,,,2023-03-22,,,62020 70229,25 Southborough Road Bromley BR1 2EA United Kingdom
MAYFAIR AI LTD,16145221,Active,Private limited company,,,2024-12-19,,,62090,6 New Road Great Tew Chipping Norton OX7 4AG England
GLOBAL AI CONSULTING LTD,16144472,Active,Private limited company,,,2024-12-19,,,62020 63120,51 Southwold Crescent Milton Keynes MK10 7BW United Kingdom
LEGAL AI SOLUTIONS LIMITED,15264470,Active,Private limited company,,,2023-11-06,,,62020,9 St. Margaret Drive Epsom KT18 7LB England
GROUNDSWELL AI LIMITED,16144597,Active,Private limited company,,,2024-12-19,,,70229,15 South Road Lancaster LA1 4XJ England
REZOLVE AI IP HOLDINGS LIMITED,16144594,Active,Private limited company,,,2024-12-19,,,82990,5 New Street Square London EC4A 3TW United Kingdom
MATHCORE AI LIMITED,15028227,Dissolved,Private limited company,,2024-12-31,2023-07-25,,,62012 85310,15 Hawksmead Close Enfield EN3 6QS England
INTELEX AI LIMITED,15193509,Dissolved,Private limited company,,2024-12-31,2023-10-06,,,69109,7 Bell Yard London WC2A 2JR England
LOGIC AI LTD,15299948,Active,Private limited company,,,2023-11-21,,,62090,Bowness Lodge Shawclough Road Waterfoot BB4 9JZ United Kingdom
GENTLE AI LIMITED,15220957,Active,Private limited company,,,2023-10-19,,,62012,52 Broadhurst Place Basildon SS14 2FQ England
ARCHI AI LTD,16157352,Active,Private limited company,,,2024-12-31,,,63110 63120,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
"AI METAL PIPE SUPPLY CO., LTD",16156490,Active,Private limited company,,,2024-12-30,,,24100 24200 62020,Chase Business Centre 39-41 Chase Side London N14 5BP United Kingdom
NEXTLEVEL AI SOLUTIONS LTD,16156513,Active,Private limited company,,,2024-12-30,,,62020,33 Aviation Avenue Hatfield AL10 9UB England
PINNACLE AI LTD,15278268,Active,Private limited company,,,2023-11-13,,,78300,5 Crusader Way Watford WD18 6GW United Kingdom
THE FOYER AI LTD,16146534,Active,Private limited company,,,2024-12-20,,,63990 96090,45 Ascot Road Horton Heath Eastleigh SO507JP United Kingdom
FUTURINNOVATE AI LTD,15342131,Active,Private limited company,,,2023-12-11,,,62012 62020 62090 63110,34 Hook Rise North Surbiton KT6 7JZ England
ETHICOS AI LTD,16148469,Active,Private limited company,,,2024-12-23,,,62020 70229 72190 85590,"3rd Floor, 86-90 Paul Street London EC2A 4NE England"
NORTH AI SERVICES LTD,14728083,Active,Private limited company,,,2023-03-14,,,62012,87 Clarendon Road Hazel Grove Stockport SK7 4NS England
AI INNOVATION LTD,14761440,Active,Private limited company,,,2023-03-27,,,62020,86-90 Paul Street London EC2A 4NE England
TEACHER TOOLS AI LIMITED,15368217,Active,Private limited company,,,2023-12-22,,,62090,The Old Cowshed Northend Southam CV47 2TB England
ENPOWER AI LTD,14770081,Active,Private limited company,,,2023-03-30,,,62090,25 Savannah Place Warrington WA5 8GN United Kingdom
ODES AI LIMITED,16148701,Active,Private limited company,,,2024-12-23,,,58290 62012,19 Baker Lane Trumpington Cambridge CB2 9DS England
PARSE AI LTD,16148892,Active,Private limited company,,,2024-12-23,,,62011,Flat 3 48 Huntley Street London WC1E 6DD England
BEST-AI-BOT LTD,16149563,Active,Private limited company,,,2024-12-23,,,62020 63110 74100,2430/2440 The Quadrant Aztec West Bristol BS32 4AQ United Kingdom
NEUROSENSE AI LTD,16157463,Active,Private limited company,,,2024-12-31,,,62012 62090 63120,71-75 Shelton Street Covent Garden London WC2H 9JQ United Kingdom
AI GREEN BRIDGE CONSULTING LTD,15333779,Active,Private limited company,,,2023-12-07,,,62020,1st Floor 130 High Street Marlborough SN8 1LZ United Kingdom
"MOODMETRICS AI, LIMITED",16157503,Active,Private limited company,,,2024-12-31,,,63110 74909,3rd Floor 1 Ashley Road Altrincham WA14 2DT United Kingdom
OVERSIGHT AI LTD,16157818,Active,Private limited company,,,2024-12-31,,,62012,48 Swinburne Road London SW15 5EB England
DCCL AI LTD,15368470,Active,Private limited company,,,2023-12-22,,,96090,1276/1278 Greenford Road Greenford UB6 0HH United Kingdom
BREVITY AI LTD,14734125,Active,Private limited company,,,2023-03-16,,,99999,30 Petley Road London W6 9ST England
DOMINION AI LIMITED,15045605,Dissolved,Private limited company,,2025-01-07,2023-08-02,,,46510 62012,128 City Road London EC1V 2NX United Kingdom
XFUSE AI LTD,15212400,Active,Private limited company,,,2023-10-16,,,62012,167-169 Great Portland Street 5th Floor London W1W 5PF England
DISCOVERY AI LIMITED,15038577,Dissolved,Private limited company,,2025-01-07,2023-07-31,,,62020 62090 63110,Victoria House 26 Queen Victoria Street Reading RG1 1TG England
MATRIX MEDICAL AI LIMITED,15697397,Active,Private limited company,,,2024-04-30,,,62012,4 Avondale Terrace Chester-Le-Street DH3 3ED United Kingdom
CRYPTOSAFE AI LTD,15055841,Dissolved,Private limited company,,2025-01-07,2023-08-07,,,66110,36 Lancaster Mews London W2 3QF England
PIXEL FORGE AI LTD,14753545,Active,Private limited company,,,2023-03-23,,,74100,128 City Road London EC1V 2NX United Kingdom
LAELAPS AI LTD,15375693,Active,Private limited company,,,2023-12-29,,,71122 72190,12a Brooke House Kingsley Walk Cambridge CB5 8TJ United Kingdom
ASCEND AI LIMITED,14567768,Dissolved,Private limited company,,2024-04-02,2023-01-03,,,62020,18 Carlton Road Walton-On-Thames KT12 2DF England
KOBBLE AI LTD,14599348,Dissolved,Private limited company,,2023-08-29,2023-01-17,,,58290 62012 62020 63120,128 City Road London EC1V 2NX United Kingdom
