ID,Day,Incidence,Brand,Quantity,Last_Inc_Brand,Last_Inc_Quantity,Price_1,Price_2,Price_3,Price_4,Price_5,Promotion_1,Promotion_2,Promotion_3,Promotion_4,Promotion_5,Customer ID
200007531,16,0,0,0,0,0,1.52,1.89,1.98,2.09,2.66,0,0,0,0,0,100000210
200007532,22,0,0,0,0,0,1.5,1.9,1.99,2.09,2.66,0,0,0,0,0,100000210
200007533,25,0,0,0,0,0,1.5,1.9,1.99,2.09,2.66,0,0,0,0,0,100000210
200007534,28,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,100000210
200007535,29,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,100000210
200007536,36,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,100000210
200007537,40,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,1,0,0,0,100000210
200007538,43,0,0,0,0,0,1.35,1.58,1.97,2.09,2.67,1,1,1,0,0,100000210
200007539,50,0,0,0,0,0,1.35,1.87,1.93,2.09,2.34,1,0,1,0,0,100000210
200007540,54,0,0,0,0,0,1.35,1.87,1.93,2.09,2.67,1,0,1,0,0,100000210
200007541,57,0,0,0,0,0,1.39,1.9,1.91,2.12,2.62,1,0,0,0,0,100000210
200007542,64,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0,100000210
200007543,69,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0,100000210
200007544,71,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,1,1,0,0,0,100000210
200007545,83,0,0,0,0,0,1.47,1.9,1.99,2.12,2.49,0,0,0,0,1,100000210
200007546,87,0,0,0,0,0,1.39,1.9,1.95,1.98,2.43,0,0,0,0,0,100000210
200007547,93,0,0,0,0,0,1.39,1.58,1.99,2.12,2.34,0,0,0,0,0,100000210
200007548,94,0,0,0,0,0,1.39,1.58,1.99,2.11,2.61,0,0,0,0,0,100000210
200007549,95,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,0,0,100000210
200007550,98,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,0,0,100000210
200007551,101,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,1,0,100000210
200007552,106,0,0,0,0,0,1.47,1.9,1.95,2.16,2.67,0,0,0,1,0,100000210
200007553,110,0,0,0,0,0,1.47,1.9,1.99,1.97,2.67,0,0,0,1,0,100000210
200007554,113,0,0,0,0,0,1.47,1.86,1.99,1.96,2.67,0,1,0,0,0,100000210
200007555,124,0,0,0,0,0,1.39,1.84,1.97,2.16,2.67,1,1,0,0,0,100000210
200007556,130,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,100000210
200007557,133,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,100000210
200007558,134,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,100000210
200007559,135,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,100000210
200007560,143,0,0,0,0,0,1.21,1.35,1.99,2.16,2.67,1,1,0,0,0,100000210
200007561,149,0,0,0,0,0,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0,100000210
200007562,152,0,0,0,0,0,1.39,1.9,1.94,2.16,2.51,1,0,0,0,0,100000210
200007563,161,0,0,0,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,100000210
200007564,169,0,0,0,0,0,1.39,1.9,1.94,2.16,2.63,1,0,0,0,0,100000210
200007565,173,0,0,0,0,0,1.49,1.5,1.97,2.16,2.49,0,1,0,0,0,100000210
200007566,174,0,0,0,0,0,1.49,1.5,1.97,2.16,2.54,0,1,0,0,0,100000210
200007567,178,0,0,0,0,0,1.48,1.5,1.99,2.16,2.49,0,0,0,1,1,100000210
200007568,183,0,0,0,0,0,1.46,1.88,1.97,1.89,2.37,1,0,0,1,1,100000210
200007569,189,0,0,0,0,0,1.35,1.88,1.97,2.16,2.11,0,0,0,0,0,100000210
200007570,192,0,0,0,0,0,1.35,1.88,1.99,2.16,2.19,0,1,0,0,0,100000210
200007571,194,1,4,2,0,0,1.35,1.56,1.99,2.16,2.49,0,1,0,0,0,100000210
200007572,196,1,5,3,4,1,1.35,1.57,1.95,2.16,2.66,0,1,0,0,0,100000210
200007573,200,0,0,0,5,1,1.49,1.57,1.99,2.16,2.66,0,0,0,0,0,100000210
200007574,209,0,0,0,0,0,1.49,1.9,1.99,1.97,2.66,0,0,0,1,0,100000210
200007575,211,1,5,2,0,0,1.49,1.78,1.99,1.97,2.67,0,0,0,1,0,100000210
200007576,216,0,0,0,5,1,1.34,1.89,1.99,2.13,2.67,0,0,0,0,0,100000210
200007577,218,1,5,2,0,0,1.34,1.89,1.99,2.13,2.36,0,0,0,0,0,100000210
200007578,224,1,5,3,5,1,1.27,1.52,1.95,1.97,2.67,0,1,0,1,0,100000210
200007579,229,0,0,0,5,1,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0,100000210
200007580,230,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0,100000210
200007581,235,1,5,2,0,0,1.41,1.89,1.93,2.16,2.67,1,0,0,0,0,100000210
200007582,243,0,0,0,5,1,1.46,1.89,1.89,2.16,2.67,0,0,0,0,0,100000210
200007583,246,1,5,2,0,0,1.46,1.89,1.99,2.15,2.65,0,0,0,0,0,100000210
200007584,247,1,5,1,5,1,1.46,1.89,1.99,2.15,2.66,0,0,0,0,0,100000210
200007585,252,1,5,2,5,1,1.46,1.89,1.99,2.16,2.67,0,1,0,0,0,100000210
200007586,257,1,5,3,5,1,1.46,1.57,2,2.16,2.64,0,1,0,0,0,100000210
200007587,259,1,5,2,5,1,1.49,1.57,2,2.16,2.64,0,1,0,0,0,100000210
200007588,262,1,5,1,5,1,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0,100000210
200007589,265,0,0,0,5,1,1.37,1.26,1.96,2.16,2.67,1,1,0,0,0,100000210
200007590,271,1,5,1,0,0,1.37,1.27,1.96,2.16,2.67,1,0,0,0,0,100000210
200007591,274,1,5,1,5,1,1.4,1.89,1.96,2.16,2.64,1,0,0,0,0,100000210
200007592,276,1,5,3,5,1,1.4,1.89,2,2.16,2.64,0,0,0,0,0,100000210
200007593,281,1,5,3,5,1,1.37,1.89,1.94,2.14,2.64,0,0,0,0,0,100000210
200007594,283,0,0,0,5,1,1.37,1.89,2,2.14,2.64,0,0,0,0,0,100000210
200007595,286,1,5,2,0,0,1.49,1.89,2,2.15,2.66,0,0,0,0,0,100000210
200007596,292,1,5,3,5,1,1.49,1.89,2,2.17,2.67,0,0,0,0,0,100000210
200007597,293,1,5,2,5,1,1.48,1.89,2.01,2.18,2.7,0,0,0,0,0,100000210
200007598,301,0,0,0,5,1,1.48,1.89,2.01,2.18,2.69,0,0,0,0,0,100000210
200007599,306,1,5,2,0,0,1.34,1.89,1.97,2.03,2.7,1,0,0,1,0,100000210
200007600,314,0,0,0,5,1,1.33,1.49,2.01,2.21,2.7,0,1,0,0,0,100000210
200007601,319,1,5,1,0,0,1.33,1.89,1.98,2.21,2.7,1,0,0,0,0,100000210
200007602,327,1,5,1,5,1,1.47,1.89,2.01,1.9,2.71,0,0,0,1,0,100000210
200007603,339,1,5,3,5,1,1.4,1.89,2.02,2.21,2.59,0,1,0,0,0,100000210
200007604,346,1,5,3,5,1,1.35,1.89,1.97,2.02,2.61,1,0,0,0,0,100000210
200007605,354,0,0,0,5,1,1.23,1.81,1.97,2.21,2.66,1,1,0,0,0,100000210
200007606,361,0,0,0,0,0,1.33,1.89,2.02,2.2,2.68,0,0,0,0,0,100000210
200007607,368,0,0,0,0,0,1.21,1.53,2.02,2.21,2.68,0,1,0,0,0,100000210
200007608,372,0,0,0,0,0,1.21,1.53,2.02,2.21,2.69,1,0,0,0,0,100000210
200007609,375,0,0,0,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,100000210
200007610,379,0,0,0,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,100000210
200007611,387,0,0,0,0,0,1.49,1.89,2.02,2.21,2.69,0,0,0,0,0,100000210
200007612,395,0,0,0,0,0,1.34,1.89,2.02,1.94,2.7,0,1,0,1,0,100000210
200007613,401,0,0,0,0,0,1.47,1.89,2.02,2.21,2.7,0,0,0,0,0,100000210
200007614,408,0,0,0,0,0,1.33,1.89,2.02,2.21,2.68,0,0,0,0,0,100000210
200007615,415,0,0,0,0,0,1.34,1.89,2.02,2.21,2.66,0,0,0,0,0,100000210
200007616,421,1,5,2,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0,100000210
200007617,427,0,0,0,5,1,1.34,1.57,2.02,1.98,2.65,0,1,0,1,0,100000210
200007618,434,0,0,0,0,0,1.38,1.57,2.02,2.04,2.66,0,0,0,0,0,100000210
200007619,441,0,0,0,0,0,1.47,1.77,2.02,2.18,2.64,0,1,0,0,0,100000210
200007620,444,0,0,0,0,0,1.47,1.89,2.02,2.18,2.64,0,0,0,0,0,100000210
200007621,454,0,0,0,0,0,1.48,1.69,2.02,2.21,2.7,0,0,0,0,0,100000210
200007622,462,0,0,0,0,0,1.35,1.57,2.02,2.21,2.7,0,1,0,0,0,100000210
200007623,469,0,0,0,0,0,1.28,1.36,2.02,2.21,2.7,0,1,0,0,0,100000210
200007624,476,0,0,0,0,0,1.26,1.88,1.99,2.21,2.7,1,0,0,0,0,100000210
200007625,479,0,0,0,0,0,1.35,1.88,1.99,2.21,2.7,0,0,0,0,0,100000210
200007626,484,0,0,0,0,0,1.39,1.88,2.01,2.21,2.7,0,0,0,0,0,100000210
200007627,489,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0,100000210
200007628,501,0,0,0,0,0,1.21,1.89,2.07,2.21,2.53,1,0,0,0,1,100000210
200007629,505,0,0,0,0,0,1.21,1.89,2.07,2.21,2.49,0,0,0,0,0,100000210
200007630,516,0,0,0,0,0,1.47,1.51,2.07,1.96,2.64,0,1,0,1,0,100000210
200007631,519,0,0,0,0,0,1.47,1.51,2.07,1.96,2.64,0,0,0,0,0,100000210
200007632,525,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,100000210
200007633,531,0,0,0,0,0,1.35,1.89,2.07,2.26,2.66,0,0,0,0,0,100000210
200007634,535,0,0,0,0,0,1.47,1.86,2.07,2.26,2.66,0,0,0,0,0,100000210
200007635,542,0,0,0,0,0,1.47,1.56,2.05,2.26,2.27,0,1,0,0,0,100000210
200007636,547,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,100000210
200007637,551,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,0,0,0,0,0,100000210
200007638,552,0,0,0,0,0,1.35,1.89,2.07,2.26,2.63,0,0,0,0,0,100000210
200007639,558,1,5,4,0,0,1.35,1.89,2.07,2.26,2.62,0,1,0,0,0,100000210
200007640,561,1,5,3,5,1,1.33,1.51,2.07,2.26,2.62,1,1,0,0,0,100000210
200007641,568,0,0,0,5,1,1.48,1.89,2.07,2.26,2.38,0,0,0,0,0,100000210
200007642,575,0,0,0,0,0,1.14,1.89,2.01,2.24,2.73,1,0,0,0,0,100000210
200007643,582,0,0,0,0,0,1.34,1.57,2.01,2.24,2.72,0,1,0,0,0,100000210
200007644,589,0,0,0,0,0,1.26,1.89,2.06,2.19,2.4,0,0,0,1,0,100000210
200007645,595,0,0,0,0,0,1.35,1.83,2.06,2.24,2.59,1,1,0,0,0,100000210
200007646,599,0,0,0,0,0,1.39,1.83,2.06,2.24,2.77,0,0,0,0,0,100000210
200007647,604,0,0,0,0,0,1.41,1.81,2.06,2.24,2.79,0,0,0,0,0,100000210
200007648,610,0,0,0,0,0,1.26,1.89,2.11,2.24,2.73,1,0,0,0,0,100000210
200007649,615,0,0,0,0,0,1.48,1.57,2.06,2.24,2.79,0,1,0,0,0,100000210
200007650,622,0,0,0,0,0,1.48,1.57,2.06,2.24,2.79,0,0,0,0,0,100000210
200007651,625,0,0,0,0,0,1.48,1.57,2.06,2.24,2.79,0,0,0,0,0,100000210
200007652,634,0,0,0,0,0,1.31,1.56,2,2.24,2.79,0,1,1,0,0,100000210
200007653,641,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,1,1,0,0,0,100000210
200007654,643,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,1,1,0,0,0,100000210
200007655,646,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0,100000210
200007656,647,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0,100000210
200007657,649,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,0,0,0,0,0,100000210
200007658,658,0,0,0,0,0,1.26,1.88,2.06,2.24,2.79,0,0,0,0,0,100000210
200007659,663,0,0,0,0,0,1.37,1.8,2.06,2.24,2.76,1,1,0,0,0,100000210
200007660,669,0,0,0,0,0,1.42,1.86,2.06,2.24,2.76,0,0,0,0,0,100000210
200007661,672,0,0,0,0,0,1.42,1.86,2.06,2.24,2.76,0,0,0,0,0,100000210
200007662,674,0,0,0,0,0,1.42,1.85,2.06,2.24,2.77,0,1,0,0,0,100000210
200007663,676,0,0,0,0,0,1.42,1.85,2.06,2.24,2.77,0,1,0,0,0,100000210
200007664,688,0,0,0,0,0,1.5,1.87,2.06,2.24,2.78,0,0,0,0,0,100000210
200007665,695,0,0,0,0,0,1.42,1.51,1.97,2.24,2.78,0,1,1,0,0,100000210
200007666,698,1,5,1,0,0,1.42,1.51,1.97,2.24,2.77,0,0,0,0,0,100000210
200007667,703,0,0,0,5,1,1.41,1.85,2.01,2.24,2.79,0,0,1,0,0,100000210
200007668,709,0,0,0,0,0,1.36,1.84,2.09,2.24,2.8,0,0,0,0,0,100000210
200007669,716,0,0,0,0,0,1.5,1.8,2.09,2.24,2.79,0,0,0,0,0,100000210
200007670,723,0,0,0,0,0,1.51,1.82,2.09,2.24,2.8,0,0,0,0,0,100000210
200007671,725,0,0,0,0,0,1.51,1.82,2.09,2.24,2.8,0,0,0,0,0,100000210
200007672,1,0,0,0,0,0,1.59,1.87,2.01,2.09,2.66,0,1,0,0,0,100000506
200007673,9,0,0,0,0,0,1.51,1.89,1.99,2.09,2.66,0,0,0,0,0,100000506
200007674,12,0,0,0,0,0,1.51,1.89,1.99,2.09,2.66,0,0,0,0,0,100000506
200007675,19,0,0,0,0,0,1.52,1.89,1.99,2.09,2.66,0,0,0,0,0,100000506
200007676,21,0,0,0,0,0,1.52,1.9,1.99,2.09,2.66,0,0,0,0,0,100000506
200007677,30,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,100000506
200007678,35,0,0,0,0,0,1.5,1.9,1.99,2.09,2.67,0,0,0,0,0,100000506
200007679,41,0,0,0,0,0,1.35,1.58,1.97,2.09,2.67,1,1,1,0,0,100000506
200007680,45,0,0,0,0,0,1.35,1.58,1.97,2.09,2.67,1,0,1,0,0,100000506
200007681,50,0,0,0,0,0,1.35,1.87,1.93,2.09,2.34,1,0,1,0,0,100000506
200007682,56,0,0,0,0,0,1.39,1.9,1.91,2.12,2.62,1,0,1,0,1,100000506
200007683,61,0,0,0,0,0,1.39,1.89,1.87,2.12,2.62,1,0,0,0,0,100000506
200007684,63,0,0,0,0,0,1.39,1.89,1.91,2.12,2.67,0,0,0,0,0,100000506
200007685,75,0,0,0,0,0,1.35,1.83,1.95,2.12,2.55,1,1,0,0,0,100000506
200007686,82,0,0,0,0,0,1.47,1.9,1.99,2.12,2.49,0,0,0,0,1,100000506
200007687,90,0,0,0,0,0,1.39,1.58,1.99,2.12,2.55,0,1,0,0,0,100000506
200007688,96,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,0,0,100000506
200007689,102,0,0,0,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,1,0,100000506
200007690,108,0,0,0,0,0,1.47,1.9,1.99,1.97,2.67,0,0,0,1,0,100000506
200007691,113,0,0,0,0,0,1.47,1.86,1.99,1.96,2.67,0,1,0,0,0,100000506
200007692,117,1,2,3,0,0,1.43,1.35,1.95,2.16,2.67,1,1,0,0,0,100000506
200007693,122,0,0,0,2,1,1.39,1.84,1.95,2.16,2.62,1,1,0,0,0,100000506
200007694,126,0,0,0,0,0,1.23,1.84,1.93,2.16,2.67,1,0,0,0,0,100000506
200007695,129,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,100000506
200007696,134,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,100000506
200007697,136,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,100000506
200007698,137,1,1,3,0,0,1.19,1.89,1.99,2.16,2.67,1,1,0,0,0,100000506
200007699,141,1,2,3,1,1,1.21,1.35,1.99,2.16,2.68,1,1,0,0,0,100000506
200007700,148,0,0,0,2,1,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0,100000506
200007701,151,0,0,0,0,0,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0,100000506
200007702,155,0,0,0,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,100000506
200007703,161,1,2,5,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,100000506
200007704,167,0,0,0,2,1,1.39,1.9,1.94,2.16,2.63,1,0,0,0,0,100000506
200007705,174,0,0,0,0,0,1.49,1.5,1.97,2.16,2.54,0,1,0,0,0,100000506
200007706,180,0,0,0,0,0,1.46,1.88,1.97,1.89,2.45,1,0,0,1,1,100000506
200007707,188,0,0,0,0,0,1.35,1.88,1.97,2.16,2.36,0,0,0,0,0,100000506
200007708,195,0,0,0,0,0,1.35,1.56,1.99,2.16,2.66,0,1,0,0,0,100000506
200007709,202,0,0,0,0,0,1.49,1.9,1.97,2.16,2.66,0,0,0,0,0,100000506
200007710,208,0,0,0,0,0,1.49,1.78,1.99,1.97,2.66,0,0,0,1,0,100000506
200007711,216,0,0,0,0,0,1.34,1.89,1.99,2.13,2.67,0,0,0,0,0,100000506
200007712,223,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0,100000506
200007713,235,1,5,2,0,0,1.41,1.89,1.93,2.16,2.67,1,0,0,0,0,100000506
200007714,245,0,0,0,5,1,1.46,1.89,1.91,2.16,2.67,0,0,0,0,0,100000506
200007715,252,0,0,0,0,0,1.46,1.89,1.99,2.16,2.67,0,1,0,0,0,100000506
200007716,274,0,0,0,0,0,1.4,1.89,1.96,2.16,2.64,1,0,0,0,0,100000506
200007717,280,0,0,0,0,0,1.37,1.89,1.94,2.14,2.64,0,0,0,0,0,100000506
200007718,287,0,0,0,0,0,1.49,1.89,2,2.15,2.66,0,0,0,0,0,100000506
200007719,294,0,0,0,0,0,1.48,1.89,2.01,2.18,2.69,0,0,0,0,0,100000506
200007720,300,0,0,0,0,0,1.48,1.89,2.01,2.18,2.69,0,0,0,0,0,100000506
200007721,306,0,0,0,0,0,1.34,1.89,1.97,2.03,2.7,1,0,0,1,0,100000506
200007722,313,0,0,0,0,0,1.33,1.49,2.01,2.21,2.69,0,1,0,0,0,100000506
200007723,320,0,0,0,0,0,1.35,1.89,1.98,2.21,2.7,1,1,0,0,0,100000506
200007724,327,0,0,0,0,0,1.47,1.89,2.01,1.9,2.71,0,0,0,1,0,100000506
200007725,334,0,0,0,0,0,1.47,1.89,2.01,1.9,2.7,0,0,0,1,0,100000506
200007726,339,0,0,0,0,0,1.4,1.89,2.02,2.21,2.59,0,1,0,0,0,100000506
200007727,353,0,0,0,0,0,1.23,1.81,1.97,2.21,2.66,1,0,0,0,0,100000506
200007728,359,0,0,0,0,0,1.33,1.89,2.02,2.02,2.69,0,0,0,0,0,100000506
200007729,367,0,0,0,0,0,1.21,1.53,2.02,2.02,2.68,0,1,1,0,0,100000506
200007730,374,0,0,0,0,0,1.21,1.87,2.02,2.21,2.69,1,0,0,0,0,100000506
200007731,377,0,0,0,0,0,1.21,1.87,2.02,2.21,2.71,1,0,0,0,0,100000506
200007732,386,0,0,0,0,0,1.49,1.89,2.02,2.21,2.7,0,0,0,0,0,100000506
200007733,393,1,2,3,0,0,1.47,1.89,2.02,1.94,2.69,0,0,0,1,0,100000506
200007734,400,0,0,0,2,1,1.47,1.89,2.02,2.21,2.7,0,0,0,0,0,100000506
200007735,407,0,0,0,0,0,1.33,1.89,2.02,2.07,2.67,0,0,0,0,0,100000506
200007736,414,0,0,0,0,0,1.28,1.89,2.02,2.21,2.66,0,0,0,0,0,100000506
200007737,422,1,2,2,0,0,1.34,1.89,2.02,2.21,2.65,0,0,0,1,0,100000506
200007738,425,0,0,0,2,1,1.34,1.57,2.02,1.98,2.64,0,1,0,1,1,100000506
200007739,433,0,0,0,0,0,1.41,1.57,2.02,2.04,2.65,0,0,0,0,0,100000506
200007740,440,0,0,0,0,0,1.47,1.89,2.02,2.18,2.64,0,1,0,0,0,100000506
200007741,447,0,0,0,0,0,1.47,1.89,2.02,2.21,2.64,0,0,0,0,0,100000506
200007742,451,0,0,0,0,0,1.47,1.77,2.02,2.21,2.7,0,0,0,0,0,100000506
200007743,454,0,0,0,0,0,1.48,1.69,2.02,2.21,2.7,0,0,0,0,0,100000506
200007744,461,0,0,0,0,0,1.35,1.57,2.02,2.21,2.7,1,1,0,0,0,100000506
200007745,468,0,0,0,0,0,1.28,1.36,2.02,2.21,2.68,0,1,0,0,0,100000506
200007746,475,0,0,0,0,0,1.24,1.88,1.99,2.21,2.7,1,1,0,0,0,100000506
200007747,482,0,0,0,0,0,1.37,1.88,1.99,2.21,2.7,0,0,0,0,0,100000506
200007748,488,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0,100000506
200007749,493,0,0,0,0,0,1.33,1.57,2.06,2.21,2.58,1,1,0,0,0,100000506
200007750,501,0,0,0,0,0,1.21,1.89,2.07,2.21,2.53,1,0,0,0,1,100000506
200007751,507,0,0,0,0,0,1.34,1.88,2.07,2.26,2.49,0,0,0,0,0,100000506
200007752,515,0,0,0,0,0,1.47,1.51,2.07,1.96,2.64,0,1,0,1,1,100000506
200007753,523,1,1,3,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,100000506
200007754,533,0,0,0,1,1,1.47,1.86,2.07,2.26,2.66,0,0,0,0,0,100000506
200007755,542,0,0,0,0,0,1.47,1.56,2.05,2.26,2.27,0,1,0,0,0,100000506
200007756,548,1,1,2,0,0,1.35,1.89,2.07,2.26,2.63,1,0,0,0,0,100000506
200007757,559,0,0,0,1,1,1.33,1.51,2.07,2.26,2.62,1,1,0,0,0,100000506
200007758,562,1,2,2,0,0,1.33,1.51,2.07,2.26,2.62,1,1,0,0,0,100000506
200007759,567,0,0,0,2,1,1.48,1.89,2.07,2.26,2.39,0,0,0,0,0,100000506
200007760,574,0,0,0,0,0,1.14,1.89,2.01,2.26,2.53,1,0,0,0,0,100000506
200007761,581,0,0,0,0,0,1.34,1.57,2.01,2.24,2.73,0,1,0,0,0,100000506
200007762,588,0,0,0,0,0,1.26,1.89,2.06,2.19,2.4,1,0,0,1,0,100000506
200007763,595,0,0,0,0,0,1.35,1.83,2.06,2.24,2.59,1,1,0,0,0,100000506
200007764,602,0,0,0,0,0,1.33,1.81,2.06,2.24,2.77,0,0,0,0,0,100000506
200007765,609,0,0,0,0,0,1.26,1.89,2.06,2.24,2.72,0,0,0,0,0,100000506
200007766,616,0,0,0,0,0,1.48,1.57,2.06,2.24,2.79,0,1,0,0,0,100000506
200007767,628,0,0,0,0,0,1.25,1.89,2.06,2.24,2.79,1,0,1,0,0,100000506
200007768,635,0,0,0,0,0,1.31,1.56,2,2.24,2.79,1,1,1,0,0,100000506
200007769,642,0,0,0,0,0,1.5,1.85,2.06,2.24,2.79,1,0,0,0,0,100000506
200007770,654,0,0,0,0,0,1.26,1.88,2.06,2.24,2.79,1,1,0,0,0,100000506
200007771,661,0,0,0,0,0,1.37,1.83,2.06,2.24,2.79,1,1,0,0,0,100000506
200007772,668,0,0,0,0,0,1.41,1.86,2.06,2.24,2.76,0,0,0,0,0,100000506
200007773,680,0,0,0,0,0,1.42,1.85,2.06,2.24,2.77,0,1,0,0,0,100000506
200007774,687,0,0,0,0,0,1.5,1.87,2.06,2.24,2.78,0,0,0,0,0,100000506
200007775,694,0,0,0,0,0,1.42,1.51,2.02,2.24,2.77,0,1,0,0,0,100000506
200007776,701,1,2,2,0,0,1.42,1.85,1.99,2.24,2.76,0,0,1,0,0,100000506
200007777,708,0,0,0,2,1,1.37,1.84,2.06,2.24,2.8,0,0,0,0,0,100000506
200007778,715,0,0,0,0,0,1.5,1.8,2.09,2.24,2.79,0,0,0,0,0,100000506
200007779,727,0,0,0,0,0,1.5,1.82,2.09,2.24,2.8,0,0,0,0,0,100000506
200007780,4,0,0,0,0,0,1.59,1.87,2.01,2.09,2.66,0,1,0,0,0,100000310
200007781,8,0,0,0,0,0,1.51,1.89,1.95,2.09,2.66,0,0,0,0,0,100000310
200007782,19,0,0,0,0,0,1.52,1.89,1.99,2.09,2.66,0,0,0,0,0,100000310
200007783,23,0,0,0,0,0,1.5,1.9,1.99,2.09,2.66,0,0,0,0,0,100000310
200007784,41,0,0,0,0,0,1.35,1.58,1.97,2.09,2.67,1,1,1,0,0,100000310
200007785,50,0,0,0,0,0,1.35,1.87,1.93,2.09,2.34,1,0,1,0,0,100000310
200007786,51,0,0,0,0,0,1.35,1.87,1.93,2.09,2.59,1,1,1,0,0,100000310
200007787,58,0,0,0,0,0,1.39,1.9,1.91,2.12,2.62,1,0,0,0,1,100000310
200007788,60,0,0,0,0,0,1.39,1.9,1.87,2.12,2.62,1,0,0,0,0,100000310
200007789,77,0,0,0,0,0,1.36,1.85,1.95,2.12,2.5,0,1,0,0,0,100000310
200007790,80,0,0,0,0,0,1.47,1.85,1.95,2.12,2.5,0,0,0,0,1,100000310
200007791,97,1,2,3,0,0,1.47,1.9,1.95,2.12,2.67,0,0,0,0,0,100000310
200007792,114,1,2,3,2,1,1.43,1.35,1.99,2.16,2.67,1,1,0,0,0,100000310
200007793,121,0,0,0,2,1,1.39,1.84,1.95,2.16,2.62,1,1,0,0,0,100000310
200007794,125,0,0,0,0,0,1.39,1.84,1.93,2.16,2.67,1,0,0,0,0,100000310
200007795,129,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,100000310
200007796,132,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,100000310
200007797,135,0,0,0,0,0,1.19,1.89,1.99,2.16,2.67,1,0,0,0,0,100000310
200007798,147,0,0,0,0,0,1.39,1.9,1.99,2.16,2.64,1,0,0,0,0,100000310
200007799,155,1,2,5,0,0,1.39,1.9,1.94,2.16,2.62,1,0,0,0,0,100000310
200007800,167,0,0,0,2,1,1.39,1.9,1.94,2.16,2.63,1,0,0,0,0,100000310
200007801,175,1,2,3,0,0,1.48,1.5,1.97,2.16,2.49,0,1,0,0,0,100000310
200007802,182,0,0,0,2,1,1.46,1.88,1.97,1.89,2.45,1,0,0,1,1,100000310
200007803,189,1,5,6,0,0,1.35,1.88,1.97,2.16,2.11,0,0,0,0,0,100000310
200007804,196,1,2,3,5,1,1.35,1.57,1.95,2.16,2.66,0,1,0,0,0,100000310
200007805,204,0,0,0,2,1,1.49,1.9,1.97,2.16,2.34,0,0,0,0,0,100000310
200007806,213,0,0,0,0,0,1.35,1.78,1.99,1.97,2.67,0,0,0,0,0,100000310
200007807,218,0,0,0,0,0,1.34,1.89,1.99,2.13,2.36,0,0,0,0,0,100000310
200007808,223,0,0,0,0,0,1.27,1.52,1.95,1.97,2.67,1,1,0,1,0,100000310
